0.277123,-0.261728,0.146787,-0.106377,0.0100476,-0.191999,0.0470842,-0.0239884,-0.111223,0.0420341,0.166239,-0.1306,0.0331877,-0.0908094,0.277189,0.0356606,-0.204039,0.0663134,0.229841,0.175952,-0.0253969,-0.00269475,-0.066945,0.165541,-0.184891,0.162833,0.0402037,-0.143049,-0.0794963,0.0244778,-0.132483,0.00624938,-0.182892,-0.148452,0.079366,0.0749868,-0.171151,-0.00352579,-0.114561,0.0444989,-0.0716404,0.114646,-0.0286109,0.0273543,0.0475163,-0.06759,-0.0972652,0.070627,-0.00557612,0.0381431,0.0135185,-0.0796134,-0.12008,-0.0037966,0.0109549,-0.00911955,-0.0986182,-0.038157,0.017859,-0.0113826,0.122393,-0.150488,-0.178646,0.11713,0.122551,-0.0357839,-0.0445233,0.0995762,0.276257,0.0660179,-0.0938205,0.07773,-0.112876,0.345083,-0.00623478,0.129424,0.0991736,0.0066874,0.220184,0.394301,-0.02507,0.101394,0.0310569
0.0836138,-0.159446,0.0205424,-0.0672178,-0.0347309,0.0453116,-0.0945457,-0.06633,-0.0143558,-0.180177,0.0860272,-0.0867209,0.0908277,0.0793886,0.036103,0.00592327,-0.05992,0.118749,-0.0372611,0.08101,0.259524,0.0471316,-0.00348576,0.0535621,-0.131759,-0.0158775,0.00817505,-0.00405518,-0.0970068,0.0289128,-0.188874,-0.00204906,-0.0725112,-0.0666285,0.167641,0.0695535,-0.102969,0.0833326,-0.060719,0.0855049,0.071326,-0.0657805,0.00433533,0.028546,0.110044,-0.0263905,-0.0383227,0.105244,-0.0315655,0.0082592,0.00277108,0.0200562,-0.00239361,-0.0531483,0.00814654,-0.041481,0.00639652,-0.0224079,-0.101352,-2.68E-05,0.152373,-0.0834472,-0.149659,0.0505333,-0.0700293,-0.0445548,0.200957,0.0651663,0.127295,0.13405,-0.0252719,0.0679131,-0.0770525,0.345477,-0.00810815,0.0885517,0.0796506,-0.0129051,0.0289253,0.2098,-0.0628777,0.0238108,0.0729522
-0.0291351,0.0561311,-0.104645,-0.0336613,0.00175473,-0.0295116,-0.151397,-0.0656185,0.10025,-0.297315,-0.0268912,-0.0694024,0.0140425,0.0760091,-0.035709,-0.240311,0.0631768,0.205189,0.0142306,-0.0872417,0.357859,0.0430219,0.0243963,-0.0249498,0.038689,0.0257674,0.131832,-0.0478711,-0.117262,-0.0860155,0.0331615,0.0124776,-0.129207,0.139223,0.470226,0.0529684,-0.0611781,0.0840434,-0.114262,0.0717593,0.0108865,-0.0579342,-0.081201,0.010769,0.123161,-0.11061,-0.0338735,0.102142,0.0371416,-0.0289117,0.0182876,-0.00937716,0.0384013,0.0316078,0.0866478,0.0331646,0.120457,-0.0128901,-0.140194,-0.022512,0.0327655,-0.0910894,-0.186567,0.0695961,-0.086778,-0.00623708,0.148736,0.065133,0.0496417,0.0806412,-0.00364523,0.0138041,-0.0323306,0.295817,0.0141482,0.010164,0.14543,-0.0179682,0.0437224,0.125445,-0.116521,-0.0328976,0.0992037
0.123334,-0.0671504,-0.111953,0.0743551,0.0384014,0.269469,-0.0788793,-0.170693,0.144657,-0.334385,0.13035,0.00418342,0.108832,0.104756,-0.0446979,-0.115951,0.117198,0.203587,0.0613633,-0.0943099,0.317839,-0.00732099,0.00966902,-0.113726,0.026316,-0.0679432,0.0252525,-0.0243912,-0.101359,0.0380423,-0.0480577,-0.0141677,-0.0372488,0.0818719,0.390752,0.0607508,0.041618,0.00743144,-0.0595313,0.117107,0.0765871,-0.100168,-0.0968504,0.0461226,0.0358669,-0.109694,-0.0885839,8.30E-05,0.077437,-0.0352347,-0.0866126,0.0216011,0.0441802,0.0464928,0.0104498,0.0544451,0.0959368,0.0341585,-0.337123,0.0352809,-0.060853,0.0403521,-0.0464183,0.0330651,-0.0382928,0.0123361,0.0180607,0.0335278,-0.00722582,0.0804516,-0.0527867,0.045169,-0.0129856,-0.0746516,0.0197827,-0.000751122,0.107478,-0.0193166,0.0104436,0.103313,-0.0777212,0.0761518,0.0811249
0.097946,-0.101575,-0.00998012,0.0389457,-0.0383059,0.385802,-0.185947,-0.179907,0.0414307,-0.187108,0.178052,-0.0324322,0.112383,0.207163,-0.0529954,-0.327493,-0.0575376,0.00195316,0.105028,0.0213157,0.395849,0.0280261,0.0142186,-0.0347584,0.200465,-0.0291439,0.0537587,0.0386043,-0.10039,-0.0719695,0.156016,-0.0423881,0.101101,0.0876913,0.263739,0.261913,0.170767,0.0641795,-0.178668,0.130704,0.198223,-0.139646,-0.274673,0.0683765,-0.0371737,-0.120042,-0.0618001,-0.104607,-0.0275232,-0.0640959,0.0355647,0.118882,0.0195601,0.0241574,0.102985,0.0732974,-0.12362,1.52E-05,-0.278513,-0.0374795,-0.0350432,-0.0390874,-0.217544,-0.0853188,-0.0288145,0.0217946,0.143354,-0.0489354,0.112397,0.0489971,-0.00300268,-0.0512252,0.026033,0.152268,0.0325933,-0.155371,0.2484,0.0102158,-0.0140841,0.0275461,-0.177982,0.0214907,0.112979
0.213067,-0.13698,-0.024803,0.134417,0.0250009,0.231165,-0.0642747,-0.011792,0.110207,-0.0682798,0.213799,-0.0237017,0.144113,0.116993,0.0991642,0.153921,-0.0970418,-0.0223835,0.00180531,0.134576,0.140254,0.0271926,-0.108345,-0.0163923,0.148844,-0.0675277,-0.110945,0.0720566,-0.0418068,-0.0476624,-0.0549593,0.049448,0.012263,-0.0456644,-0.147232,0.0408201,0.107767,0.0523596,-0.000590147,0.0729591,0.141274,-0.0812247,-0.0920119,0.0683381,0.0298772,-0.214425,0.0230844,-0.0875457,-0.202609,-0.0262205,0.0597844,0.0755021,-0.0241055,0.0379556,-0.0101508,0.0623251,-0.0138174,0.155163,-0.177249,-0.00544851,-0.0763516,-0.0246582,-0.0937898,-0.106878,-0.0589126,0.00238771,0.00297828,0.0490034,-0.0368818,0.0780653,0.190398,-0.00212369,-0.0295573,0.0589233,0.0388036,-0.144101,0.0905135,0.0267001,0.0573372,0.0720462,-0.0228553,-0.0737434,0.0723888
0.229717,-0.0563079,0.0762672,0.28428,0.109188,0.30959,-0.0553699,-0.141954,0.195794,-0.150185,0.216668,0.00779979,-0.0553957,0.137483,-0.042077,0.469036,-0.0657838,0.0367845,0.17899,0.178615,0.405035,-0.0686742,-0.0873181,-0.232707,-0.110608,0.03718,-0.223112,0.170768,0.176571,-0.111206,0.00203944,0.082015,-0.11903,-0.0427048,-0.190653,-0.222837,0.175414,0.0919853,-0.171262,0.133157,0.238302,-0.115353,-0.128528,0.0942719,0.10104,-0.185041,0.0765151,-0.17262,-0.0223032,-0.0421817,-0.0772561,0.0569802,-0.0683106,-0.0358026,-0.0507766,0.0657287,-0.0121297,0.268985,-0.359565,-0.0352727,-0.0702565,-0.176446,-0.0747453,0.111703,-0.0140256,-0.0989026,-0.0421821,-0.0935013,-0.0231467,0.270234,0.176074,0.0793422,-0.183649,0.0437448,0.134938,0.0495926,0.189062,0.0399128,0.175738,-0.370237,0.0487313,-0.165051,-0.160804
0.377555,-0.098033,0.0328816,0.146005,-0.0497969,0.180365,-0.0326262,-0.080466,0.2021,0.047461,0.197236,0.0539177,-0.022732,0.160003,0.00625149,0.618161,-0.277641,0.121022,0.123312,0.0693129,0.183584,-0.0306124,-0.110863,-0.153169,0.0104185,0.0328158,-0.0335637,0.0814506,0.103146,-0.0951965,-0.114324,0.0404543,-0.126139,-0.0485908,-0.353248,-0.209042,0.0553787,0.0475944,-0.0355477,0.156405,0.128901,-0.0549922,-0.131343,0.057793,0.269285,-0.103136,0.211882,-0.111317,0.0510756,0.0211219,-0.0747187,0.105772,-0.00427203,-0.124488,-0.0247506,0.172322,0.0866834,0.246413,-0.366858,0.099961,-0.230818,-0.093982,0.0644099,0.0476063,-0.113544,-0.0196031,-0.0392156,-0.0401325,0.0307274,0.149917,-0.0203847,0.14917,-0.100075,-0.0176803,0.120532,-0.0473519,0.0753836,0.0410011,0.136039,-0.427769,-0.0045123,-0.220809,-0.069483
-0.0648202,-0.110045,-0.00747073,0.0271586,0.0585148,0.0493034,-0.0123626,0.128576,0.0352909,-0.126851,0.223404,0.059089,0.085043,-0.164713,0.0724427,0.231466,-0.0260053,0.121879,0.0756104,0.0622986,-0.0616272,0.0662002,0.0237707,-0.189288,0.310098,0.128525,0.0893371,-0.1043,0.087862,-0.00290394,-0.0211167,-0.0516334,-0.00251165,-0.0552484,0.000270021,0.0947136,-0.0451913,-0.0219697,-0.0298835,0.087815,-0.0881586,-0.0530697,-0.00250712,0.0900138,0.0934966,-0.0198583,-0.127261,-0.00771077,0.0397318,0.0553607,0.213591,0.12998,0.0978244,0.0710355,-0.113843,0.0258026,0.0435631,0.0492092,-0.21933,-0.191581,-0.115023,0.116267,0.368639,-0.0242514,-0.0609197,0.0894703,-0.190255,-0.0224297,-0.0585551,-0.0855782,0.101876,0.0787635,-0.0696794,-0.0756941,0.0153335,-0.0176294,-0.0418207,-0.0201228,-0.0293703,0.059209,-0.0579038,-0.233973,0.166632
0.143457,-0.131367,0.0963182,0.0857228,-0.150198,-0.0483064,0.0139002,0.214371,0.0840902,-0.254805,0.25944,0.103352,0.0187776,-0.0116425,-0.0548603,0.258455,0.0842558,-0.0959446,0.0208764,0.206823,-0.135516,0.0105699,0.0250273,-0.282451,0.338057,0.148257,0.0906814,0.0896751,-0.0260159,-0.239874,0.126228,0.049084,-0.0308399,-0.241421,0.136302,-0.105874,-0.0546883,-0.022537,0.103859,0.09403,-0.039424,-0.0164892,-0.0351824,0.150205,0.135079,0.00826899,0.13592,0.0120132,-0.0408537,0.00326262,0.114509,0.0899313,0.0605412,0.0747831,-0.1049,0.0635992,0.0815415,-0.0452167,-0.152938,-0.229871,-0.0319221,0.0339036,0.393986,-0.09157,0.0358704,0.0308705,-0.223838,-0.0986465,-0.0900937,-0.110109,0.111786,0.0136366,0.0175087,-0.123133,0.0496085,0.22618,0.0133781,0.0882113,-0.0301444,-0.312659,-0.0968304,-0.0647099,0.0786713
